48,35;1,85
46,8;1,85
45,25;1,85
43,7;1,85
42,15;1,85
40,6;1,85
39,05;1,85
37,5;1,85
35,95;1,85
34,4;1,85
32,85;1,85
31,3;1,85
29,75;1,85
28,2;1,85
26,65;1,85
26,65;3,4
29,75;3,4
32,85;3,4
35,95;3,4
39,05;3,4
42,15;3,4
45,25;3,4
48,35;3,4
48,35;4,95
46,8;4,95
45,25;4,95
43,7;4,95
42,15;4,95
40,6;4,95
39,05;4,95
37,5;4,95
35,95;4,95
34,4;4,95
32,85;4,95
31,3;4,95
29,75;4,95
28,2;4,95
26,65;4,95
26,65;6,5
29,75;6,5
32,85;6,5
35,95;6,5
39,05;6,5
42,15;6,5
45,25;6,5
48,35;6,5
48,35;8,05
46,8;8,05
45,25;8,05
43,7;8,05
42,15;8,05
40,6;8,05
39,05;8,05
37,5;8,05
35,95;8,05
34,4;8,05
32,85;8,05
31,3;8,05
29,75;8,05
28,2;8,05
26,65;8,05
26,65;9,6
29,75;9,6
32,85;9,6
35,95;9,6
39,05;9,6
42,15;9,6
45,25;9,6
48,35;9,6
48,35;11,15
46,8;11,15
45,25;11,15
43,7;11,15
42,15;11,15
40,6;11,15
39,05;11,15
37,5;11,15
35,95;11,15
34,4;11,15
32,85;11,15
31,3;11,15
29,75;11,15
28,2;11,15
26,65;11,15
32,85;12,7
35,95;12,7
39,05;12,7
42,15;12,7
45,25;12,7
48,35;12,7
48,35;14,25
46,8;14,25
45,25;14,25
43,7;14,25
42,15;14,25
40,6;14,25
39,05;14,25
37,5;14,25
35,95;14,25
34,4;14,25
32,85;14,25
31,3;14,25
32,85;15,8
35,95;15,8
39,05;15,8
42,15;15,8
45,25;15,8
48,35;15,8
48,35;17,35
46,8;17,35
45,25;17,35
43,7;17,35
42,15;17,35
35,95;17,35
34,4;17,35
32,85;17,35
31,3;17,35
32,85;18,9
35,95;18,9
39,05;18,9
42,15;18,9
45,25;18,9
48,35;18,9
48,35;20,45
46,8;20,45
45,25;20,45
43,7;20,45
42,15;20,45
40,6;20,45
39,05;20,45
37,5;20,45
35,95;20,45
34,4;20,45
32,85;20,45
31,3;20,45
32,85;22
34,4;22
35,95;22
39,05;22
42,15;22
45,25;22
48,35;22
48,35;23,55
46,8;23,55
45,25;23,55
43,7;23,55
42,15;23,55
40,6;23,55
39,05;23,55
37,5;23,55
35,95;23,55
34,4;23,55
32,85;23,55
31,3;23,55
32,85;25,1
35,95;25,1
39,05;25,1
42,15;25,1
45,25;25,1
48,35;25,1
48,35;26,65
46,8;26,65
45,25;26,65
43,7;26,65
42,15;26,65
40,6;26,65
39,05;26,65
37,5;26,65
35,95;26,65
34,4;26,65
32,85;26,65
31,3;26,65
29,75;26,65
28,2;26,65
26,65;26,65
25,1;26,65
23,55;26,65
22;26,65
20,45;26,65
18,9;26,65
17,35;26,65
15,8;26,65
14,25;26,65
14,25;28,2
17,35;28,2
20,45;28,2
23,55;28,2
26,65;28,2
29,75;28,2
32,85;28,2
35,95;28,2
39,05;28,2
42,15;28,2
45,25;28,2
48,35;28,2
48,35;29,75
46,8;29,75
45,25;29,75
43,7;29,75
42,15;29,75
40,6;29,75
39,05;29,75
37,5;29,75
35,95;29,75
32,85;29,75
34,4;29,75
31,3;29,75
29,75;29,75
28,2;29,75
26,65;29,75
25,1;29,75
23,55;29,75
22;29,75
20,45;29,75
18,9;29,75
17,35;29,75
15,8;29,75
14,25;29,75
39,05;31,3
42,15;31,3
45,25;31,3
48,35;31,3
